AbnormalityID,Source,SourceRefID,MachineID,MachineName,CellID,CellName,Area,Category,Severity,Description,ReportedByTechID,ReportedByName,ReportedDate,Status,ClosedDate,CorrectiveAction,OwnerFunction,EscalationRequired,PhotoURL
ABN-00041,PM Checklist,WO-00137,MC-016,Tempering Furnace TF-01,CELL-04,Heat Treatment,Heat Treat,Housekeeping / 5S issue,High,"Task 5: Quench oil level, temperature and condition - outside standard (Level OK, <= 80 deg C)",TECH-06,Deepak Nair,2025-07-18,Closed,2025-07-20,Corrective action completed and verified,Production,Yes,/sites/PMSystem/Photos/MC-016_41.jpg
ABN-00042,PM Checklist,WO-00138,MC-017,Quench Oil Chiller CH-01,CELL-04,Heat Treatment,Heat Treat,Warning lamp / alarm active,Medium,Task 1: Lock out / tag out verified before start - outside standard (LOTO applied),TECH-05,Prakash R,2025-07-23,Closed,2025-07-26,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-017_42.jpg
ABN-00211,QR Walk-by,,MC-019,Assembly Stn AS-01,CELL-05,Assembly Line 1,Assembly,Air leak,Low,Observed during shop floor round - logged via machine QR,TECH-06,Deepak Nair,2025-07-24,Closed,2025-08-04,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-019_211.jpg
ABN-00186,QR Walk-by,,MC-011,Gear Hobber GH-02,CELL-03,Gear Cutting Cell,Machine Shop,Abnormal vibration,Low,Observed during shop floor round - logged via machine QR,TECH-03,Mohammed Rafi,2025-07-26,Closed,2025-08-15,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-011_186.jpg
ABN-00043,PM Checklist,WO-00139,MC-018,HT Compressor AC-01,CELL-04,Heat Treatment,Heat Treat,Damaged guard or cover,Low,Task 2: General cleaning and housekeeping - outside standard (No debris),TECH-02,Suresh Babu,2025-07-27,Closed,2025-08-04,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-018_43.jpg
ABN-00079,QR Walk-by,,MC-024,Paint Booth PB-01,CELL-06,Paint & Finishing,Finishing,Loose / missing fastener,Medium,Observed during shop floor round - logged via machine QR,TECH-06,Deepak Nair,2025-07-28,Closed,2025-08-26,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-024_79.jpg
ABN-00107,QR Walk-by,,MC-023,Assy Conveyor CV-01,CELL-05,Assembly Line 1,Assembly,Abnormal vibration,Medium,Observed during shop floor round - logged via machine QR,TECH-07,Ramesh Chandran,2025-08-04,Closed,2025-08-25,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-023_107.jpg
ABN-00057,PM Checklist,WO-00195,MC-019,Assembly Stn AS-01,CELL-05,Assembly Line 1,Assembly,Damaged guard or cover,Medium,Task 8: Check station lighting and andon - outside standard (>= 500 lux),TECH-10,Naveen Raj,2025-08-05,Closed,2025-08-26,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-019_57.jpg
ABN-00067,PM Checklist,WO-00236,MC-030,Weld Compressor AC-02,CELL-07,Robotic Welding Bay,Fabrication,Damaged guard or cover,Medium,Task 4: Bearing greasing as per lube chart - outside standard (All points),TECH-09,Sathish Kumar,2025-08-09,Closed,2025-08-24,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-030_67.jpg
ABN-00068,PM Checklist,WO-00236,MC-030,Weld Compressor AC-02,CELL-07,Robotic Welding Bay,Fabrication,Abnormal vibration,Low,Task 8: Safety guard and E-stop check - outside standard (Functional),TECH-09,Sathish Kumar,2025-08-09,Closed,2025-09-08,Corrective action completed and verified,Maintenance,No,/sites/PMSystem/Photos/MC-030_68.jpg
ABN-00094,QR Walk-by,,MC-019,Assembly Stn AS-01,CELL-05,Assembly Line 1,Assembly,Abnormal vibration,Low,Observed during shop floor round - logged via machine QR,TECH-03,Mohammed Rafi,2025-08-11,Closed,2025-08-25,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-019_94.jpg
ABN-00028,PM Checklist,WO-00101,MC-011,Gear Hobber GH-02,CELL-03,Gear Cutting Cell,Machine Shop,Wiring / cable damage,Low,Task 8: Coolant flow at cutting zone - outside standard (>= 40 L/min),TECH-01,Arun Kumar,2025-08-13,Closed,2025-08-30,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-011_28.jpg
ABN-00058,PM Checklist,WO-00196,MC-020,Assembly Stn AS-02,CELL-05,Assembly Line 1,Assembly,Safety device bypassed,Low,"Task 5: Pneumatic FRL check and drain - outside standard (Bowl clean, no water)",TECH-10,Naveen Raj,2025-08-13,Closed,2025-09-05,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-020_58.jpg
ABN-00167,QR Walk-by,,MC-016,Tempering Furnace TF-01,CELL-04,Heat Treatment,Heat Treat,Abnormal noise,Low,Observed during shop floor round - logged via machine QR,TECH-02,Suresh Babu,2025-08-14,Closed,2025-09-14,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-016_167.jpg
ABN-00150,QR Walk-by,,MC-031,Hyd Press HP-01,CELL-08,Press Shop,Fabrication,Abnormal noise,Low,Observed during shop floor round - logged via machine QR,TECH-10,Naveen Raj,2025-08-16,Closed,2025-08-20,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-031_150.jpg
ABN-00073,PM Checklist,WO-00254,MC-032,Hyd Press HP-02,CELL-08,Press Shop,Fabrication,Air leak,Medium,"Task 2: Hydraulic oil level, temperature and sample - outside standard (<= 55 deg C, ISO 18/16/13)",TECH-04,Vignesh S,2025-08-20,Closed,2025-09-18,Corrective action completed and verified,Maintenance,No,/sites/PMSystem/Photos/MC-032_73.jpg
ABN-00074,PM Checklist,WO-00254,MC-032,Hyd Press HP-02,CELL-08,Press Shop,Fabrication,Loose / missing fastener,High,Task 3: Replace / inspect return-line filter - outside standard (dP indicator green),TECH-04,Vignesh S,2025-08-20,Closed,2025-08-21,Corrective action completed and verified,Production,Yes,/sites/PMSystem/Photos/MC-032_74.jpg
ABN-00075,PM Checklist,WO-00254,MC-032,Hyd Press HP-02,CELL-08,Press Shop,Fabrication,Damaged guard or cover,Medium,"Task 10: Electrical panel cleaning and terminal tightness - outside standard (No dust, no loose lug)",TECH-04,Vignesh S,2025-08-20,Closed,2025-08-23,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-032_75.jpg
ABN-00097,QR Walk-by,,MC-020,Assembly Stn AS-02,CELL-05,Assembly Line 1,Assembly,Corrosion / rust,Medium,Observed during shop floor round - logged via machine QR,TECH-10,Naveen Raj,2025-08-21,Closed,2025-09-12,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-020_97.jpg
ABN-00029,PM Checklist,WO-00103,MC-013,Deburring Unit DB-01,CELL-03,Gear Cutting Cell,Machine Shop,Abnormal vibration,Medium,Task 7: Condensate drain and moisture trap - outside standard (Free draining),TECH-02,Suresh Babu,2025-08-26,Closed,2025-09-10,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-013_29.jpg
ABN-00216,QR Walk-by,,MC-017,Quench Oil Chiller CH-01,CELL-04,Heat Treatment,Heat Treat,Loose / missing fastener,Low,Observed during shop floor round - logged via machine QR,TECH-09,Sathish Kumar,2025-09-13,Closed,2025-09-23,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-017_216.jpg
ABN-00215,QR Walk-by,,MC-005,Chip Conveyor CC-01,CELL-01,CNC Turning Line A,Machine Shop,Corrosion / rust,Medium,Observed during shop floor round - logged via machine QR,TECH-02,Suresh Babu,2025-09-16,Closed,2025-10-01,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-005_215.jpg
ABN-00021,PM Checklist,WO-00070,MC-008,VMC MC-01,CELL-02,CNC Turning Line B,Machine Shop,Housekeeping / 5S issue,Low,"Task 2: Clean work enclosure, chip auger and coolant tank - outside standard (No chip accumulation)",TECH-01,Arun Kumar,2025-09-20,Closed,2025-10-19,Corrective action completed and verified,Maintenance,No,/sites/PMSystem/Photos/MC-008_21.jpg
ABN-00022,PM Checklist,WO-00070,MC-008,VMC MC-01,CELL-02,CNC Turning Line B,Machine Shop,Overheating,Medium,Task 7: ATC arm alignment and tool clamp force - outside standard (Within OEM spec),TECH-01,Arun Kumar,2025-09-20,Closed,2025-09-23,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-008_22.jpg
ABN-00205,QR Walk-by,,MC-004,Bar Feeder BF-01,CELL-01,CNC Turning Line A,Machine Shop,Wiring / cable damage,High,Observed during shop floor round - logged via machine QR,TECH-07,Ramesh Chandran,2025-09-20,Closed,2025-10-22,Rectified during next available window,Safety,Yes,/sites/PMSystem/Photos/MC-004_205.jpg
ABN-00184,QR Walk-by,,MC-019,Assembly Stn AS-01,CELL-05,Assembly Line 1,Assembly,Housekeeping / 5S issue,Low,Observed during shop floor round - logged via machine QR,TECH-09,Sathish Kumar,2025-10-01,Closed,2025-10-26,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-019_184.jpg
ABN-00018,PM Checklist,WO-00068,MC-006,CNC Lathe TL-04,CELL-02,CNC Turning Line B,Machine Shop,Warning lamp / alarm active,Medium,Task 5: Inspect way covers and wipers for damage - outside standard (No tear / no leak),TECH-03,Mohammed Rafi,2025-10-05,Closed,2025-10-24,Corrective action completed and verified,Maintenance,No,/sites/PMSystem/Photos/MC-006_18.jpg
ABN-00019,PM Checklist,WO-00068,MC-006,CNC Lathe TL-04,CELL-02,CNC Turning Line B,Machine Shop,Air leak,Medium,Task 10: Tailstock / chuck clamping pressure - outside standard (18 - 22 bar),TECH-03,Mohammed Rafi,2025-10-05,Closed,2025-10-20,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-006_19.jpg
ABN-00020,PM Checklist,WO-00068,MC-006,CNC Lathe TL-04,CELL-02,CNC Turning Line B,Machine Shop,Loose / missing fastener,High,Task 13: Backlash check X and Z axis - outside standard (<= 0.01 mm),TECH-03,Mohammed Rafi,2025-10-05,Closed,2025-10-25,Corrective action completed and verified,Maintenance,Yes,/sites/PMSystem/Photos/MC-006_20.jpg
ABN-00139,QR Walk-by,,MC-027,Robot Weld Cell RW-01,CELL-07,Robotic Welding Bay,Fabrication,Wiring / cable damage,Low,Observed during shop floor round - logged via machine QR,TECH-04,Vignesh S,2025-10-05,Open,,,Production,No,/sites/PMSystem/Photos/MC-027_139.jpg
ABN-00149,QR Walk-by,,MC-008,VMC MC-01,CELL-02,CNC Turning Line B,Machine Shop,Loose / missing fastener,Low,Observed during shop floor round - logged via machine QR,TECH-04,Vignesh S,2025-10-07,Closed,2025-10-17,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-008_149.jpg
ABN-00172,QR Walk-by,,MC-006,CNC Lathe TL-04,CELL-02,CNC Turning Line B,Machine Shop,Abnormal vibration,Low,Observed during shop floor round - logged via machine QR,TECH-05,Prakash R,2025-10-07,Closed,2025-10-28,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-006_172.jpg
ABN-00187,QR Walk-by,,MC-028,Robot Weld Cell RW-02,CELL-07,Robotic Welding Bay,Fabrication,Safety device bypassed,Low,Observed during shop floor round - logged via machine QR,TECH-06,Deepak Nair,2025-10-14,Closed,2025-10-21,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-028_187.jpg
ABN-00099,QR Walk-by,,MC-015,Sealed Quench SQ-02,CELL-04,Heat Treatment,Heat Treat,Wiring / cable damage,Medium,Observed during shop floor round - logged via machine QR,TECH-02,Suresh Babu,2025-10-17,Closed,2025-10-25,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-015_99.jpg
ABN-00091,QR Walk-by,,MC-019,Assembly Stn AS-01,CELL-05,Assembly Line 1,Assembly,Overheating,Low,Observed during shop floor round - logged via machine QR,TECH-09,Sathish Kumar,2025-11-02,In Progress,,,Maintenance,No,/sites/PMSystem/Photos/MC-019_91.jpg
ABN-00178,QR Walk-by,,MC-014,Sealed Quench SQ-01,CELL-04,Heat Treatment,Heat Treat,Loose / missing fastener,Medium,Observed during shop floor round - logged via machine QR,TECH-09,Sathish Kumar,2025-11-10,Closed,2025-12-17,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-014_178.jpg
ABN-00212,QR Walk-by,,MC-014,Sealed Quench SQ-01,CELL-04,Heat Treatment,Heat Treat,Oil / coolant leak,Low,Observed during shop floor round - logged via machine QR,TECH-08,Karthik V,2025-11-11,Closed,2025-11-23,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-014_212.jpg
ABN-00105,QR Walk-by,,MC-013,Deburring Unit DB-01,CELL-03,Gear Cutting Cell,Machine Shop,Warning lamp / alarm active,Medium,Observed during shop floor round - logged via machine QR,TECH-01,Arun Kumar,2025-11-12,Closed,2025-11-19,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-013_105.jpg
ABN-00114,QR Walk-by,,MC-032,Hyd Press HP-02,CELL-08,Press Shop,Fabrication,Loose / missing fastener,Low,Observed during shop floor round - logged via machine QR,TECH-10,Naveen Raj,2025-11-15,Closed,2025-12-11,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-032_114.jpg
ABN-00103,QR Walk-by,,MC-010,Gear Hobber GH-01,CELL-03,Gear Cutting Cell,Machine Shop,Corrosion / rust,Low,Observed during shop floor round - logged via machine QR,TECH-03,Mohammed Rafi,2025-11-16,Closed,2025-12-26,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-010_103.jpg
ABN-00006,PM Checklist,WO-00023,MC-003,CNC Lathe TL-03,CELL-01,CNC Turning Line A,Machine Shop,Safety device bypassed,Medium,Task 8: Check hydraulic pressure - outside standard (35 - 40 bar),TECH-02,Suresh Babu,2025-11-18,Closed,2025-12-16,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-003_6.jpg
ABN-00044,PM Checklist,WO-00143,MC-017,Quench Oil Chiller CH-01,CELL-04,Heat Treatment,Heat Treat,Housekeeping / 5S issue,High,Task 1: Lock out / tag out verified before start - outside standard (LOTO applied),TECH-02,Suresh Babu,2025-11-20,Closed,2025-12-18,Corrective action completed and verified,Safety,Yes,/sites/PMSystem/Photos/MC-017_44.jpg
ABN-00007,PM Checklist,WO-00025,MC-005,Chip Conveyor CC-01,CELL-01,CNC Turning Line A,Machine Shop,Abnormal noise,Medium,"Task 9: Electrical panel cleaning and terminal tightness - outside standard (No dust, no loose lug)",TECH-03,Mohammed Rafi,2025-11-23,Closed,2025-11-25,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-005_7.jpg
ABN-00045,PM Checklist,WO-00144,MC-018,HT Compressor AC-01,CELL-04,Heat Treatment,Heat Treat,Overheating,Medium,Task 7: Condensate drain and moisture trap - outside standard (Free draining),TECH-06,Deepak Nair,2025-11-26,Closed,2025-12-07,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-018_45.jpg
ABN-00137,QR Walk-by,,MC-030,Weld Compressor AC-02,CELL-07,Robotic Welding Bay,Fabrication,Wiring / cable damage,Low,Observed during shop floor round - logged via machine QR,TECH-10,Naveen Raj,2025-11-26,Closed,2026-01-02,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-030_137.jpg
ABN-00208,QR Walk-by,,MC-005,Chip Conveyor CC-01,CELL-01,CNC Turning Line A,Machine Shop,Abnormal vibration,Low,Observed during shop floor round - logged via machine QR,TECH-08,Karthik V,2025-11-26,Closed,2025-12-28,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-005_208.jpg
ABN-00140,QR Walk-by,,MC-011,Gear Hobber GH-02,CELL-03,Gear Cutting Cell,Machine Shop,Abnormal vibration,Low,Observed during shop floor round - logged via machine QR,TECH-04,Vignesh S,2025-12-08,Closed,2025-12-18,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-011_140.jpg
ABN-00185,QR Walk-by,,MC-026,Paint Chiller CH-02,CELL-06,Paint & Finishing,Finishing,Abnormal vibration,Medium,Observed during shop floor round - logged via machine QR,TECH-07,Ramesh Chandran,2025-12-09,Open,,,Maintenance,No,/sites/PMSystem/Photos/MC-026_185.jpg
ABN-00151,QR Walk-by,,MC-016,Tempering Furnace TF-01,CELL-04,Heat Treatment,Heat Treat,Safety device bypassed,Low,Observed during shop floor round - logged via machine QR,TECH-06,Deepak Nair,2025-12-11,Closed,2025-12-19,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-016_151.jpg
ABN-00141,QR Walk-by,,MC-002,CNC Lathe TL-02,CELL-01,CNC Turning Line A,Machine Shop,Corrosion / rust,Low,Observed during shop floor round - logged via machine QR,TECH-08,Karthik V,2025-12-19,Closed,2026-01-16,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-002_141.jpg
ABN-00147,QR Walk-by,,MC-025,Curing Oven CO-01,CELL-06,Paint & Finishing,Finishing,Oil / coolant leak,Low,Observed during shop floor round - logged via machine QR,TECH-02,Suresh Babu,2025-12-29,Closed,2026-01-12,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-025_147.jpg
ABN-00207,QR Walk-by,,MC-032,Hyd Press HP-02,CELL-08,Press Shop,Fabrication,Housekeeping / 5S issue,Low,Observed during shop floor round - logged via machine QR,TECH-07,Ramesh Chandran,2026-01-02,Closed,2026-01-23,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-032_207.jpg
ABN-00059,PM Checklist,WO-00201,MC-020,Assembly Stn AS-02,CELL-05,Assembly Line 1,Assembly,Loose / missing fastener,Low,Task 8: Check station lighting and andon - outside standard (>= 500 lux),TECH-07,Ramesh Chandran,2026-01-08,Closed,2026-01-27,Corrective action completed and verified,Maintenance,No,/sites/PMSystem/Photos/MC-020_59.jpg
ABN-00095,QR Walk-by,,MC-033,Press Feeder PF-01,CELL-08,Press Shop,Fabrication,Housekeeping / 5S issue,Low,Observed during shop floor round - logged via machine QR,TECH-09,Sathish Kumar,2026-01-13,Closed,2026-02-16,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-033_95.jpg
ABN-00060,PM Checklist,WO-00202,MC-021,Assembly Stn AS-03,CELL-05,Assembly Line 1,Assembly,Loose / missing fastener,Low,"Task 5: Pneumatic FRL check and drain - outside standard (Bowl clean, no water)",TECH-07,Ramesh Chandran,2026-01-16,Closed,2026-01-24,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-021_60.jpg
ABN-00061,PM Checklist,WO-00202,MC-021,Assembly Stn AS-03,CELL-05,Assembly Line 1,Assembly,Abnormal noise,Medium,Task 8: Check station lighting and andon - outside standard (>= 500 lux),TECH-07,Ramesh Chandran,2026-01-16,Closed,2026-01-21,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-021_61.jpg
ABN-00062,PM Checklist,WO-00202,MC-021,Assembly Stn AS-03,CELL-05,Assembly Line 1,Assembly,Housekeeping / 5S issue,Medium,Task 9: Verify E-stop and light curtain - outside standard (Stops within 1 s),TECH-07,Ramesh Chandran,2026-01-16,In Progress,,,Safety,No,/sites/PMSystem/Photos/MC-021_62.jpg
ABN-00080,QR Walk-by,,MC-006,CNC Lathe TL-04,CELL-02,CNC Turning Line B,Machine Shop,Air leak,Low,Observed during shop floor round - logged via machine QR,TECH-07,Ramesh Chandran,2026-01-19,Closed,2026-02-07,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-006_80.jpg
ABN-00048,PM Checklist,WO-00148,MC-017,Quench Oil Chiller CH-01,CELL-04,Heat Treatment,Heat Treat,Corrosion / rust,Low,Task 6: Air / oil filter condition - outside standard (Clean or replace),TECH-06,Deepak Nair,2026-01-23,Closed,2026-02-14,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-017_48.jpg
ABN-00049,PM Checklist,WO-00148,MC-017,Quench Oil Chiller CH-01,CELL-04,Heat Treatment,Heat Treat,Damaged guard or cover,Low,"Task 9: Electrical panel cleaning and terminal tightness - outside standard (No dust, no loose lug)",TECH-06,Deepak Nair,2026-01-23,Closed,2026-02-18,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-017_49.jpg
ABN-00153,QR Walk-by,,MC-020,Assembly Stn AS-02,CELL-05,Assembly Line 1,Assembly,Safety device bypassed,Low,Observed during shop floor round - logged via machine QR,TECH-08,Karthik V,2026-01-24,Closed,2026-02-14,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-020_153.jpg
ABN-00134,QR Walk-by,,MC-028,Robot Weld Cell RW-02,CELL-07,Robotic Welding Bay,Fabrication,Corrosion / rust,Medium,Observed during shop floor round - logged via machine QR,TECH-05,Prakash R,2026-01-25,Closed,2026-02-14,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-028_134.jpg
ABN-00119,QR Walk-by,,MC-030,Weld Compressor AC-02,CELL-07,Robotic Welding Bay,Fabrication,Loose / missing fastener,Medium,Observed during shop floor round - logged via machine QR,TECH-09,Sathish Kumar,2026-02-02,Closed,2026-03-09,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-030_119.jpg
ABN-00142,QR Walk-by,,MC-003,CNC Lathe TL-03,CELL-01,CNC Turning Line A,Machine Shop,Loose / missing fastener,Medium,Observed during shop floor round - logged via machine QR,TECH-05,Prakash R,2026-02-02,Closed,2026-03-10,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-003_142.jpg
ABN-00030,PM Checklist,WO-00104,MC-010,Gear Hobber GH-01,CELL-03,Gear Cutting Cell,Machine Shop,Abnormal noise,Medium,Task 5: Check and top up gearbox oil - outside standard (Between MIN and MAX),TECH-03,Mohammed Rafi,2026-02-04,Closed,2026-02-27,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-010_30.jpg
ABN-00135,QR Walk-by,,MC-021,Assembly Stn AS-03,CELL-05,Assembly Line 1,Assembly,Air leak,Medium,Observed during shop floor round - logged via machine QR,TECH-09,Sathish Kumar,2026-02-04,Closed,2026-03-12,Rectified during next available window,Maintenance,No,/sites/PMSystem/Photos/MC-021_135.jpg
ABN-00188,QR Walk-by,,MC-033,Press Feeder PF-01,CELL-08,Press Shop,Fabrication,Loose / missing fastener,Medium,Observed during shop floor round - logged via machine QR,TECH-08,Karthik V,2026-02-04,Closed,2026-03-13,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-033_188.jpg
ABN-00113,QR Walk-by,,MC-024,Paint Booth PB-01,CELL-06,Paint & Finishing,Finishing,Abnormal vibration,Medium,Observed during shop floor round - logged via machine QR,TECH-07,Ramesh Chandran,2026-02-05,Closed,2026-02-20,Rectified during next available window,Production,No,/sites/PMSystem/Photos/MC-024_113.jpg
ABN-00160,QR Walk-by,,MC-019,Assembly Stn AS-01,CELL-05,Assembly Line 1,Assembly,Wiring / cable damage,High,Observed during shop floor round - logged via machine QR,TECH-07,Ramesh Chandran,2026-02-05,Closed,2026-03-14,Rectified during next available window,Maintenance,Yes,/sites/PMSystem/Photos/MC-019_160.jpg
ABN-00064,PM Checklist,WO-00223,MC-024,Paint Booth PB-01,CELL-06,Paint & Finishing,Finishing,Oil / coolant leak,Low,"Task 8: Fire suppression and gas detection check - outside standard (System armed, no fault)",TECH-07,Ramesh Chandran,2026-02-07,Closed,2026-02-13,Corrective action completed and verified,Maintenance,No,/sites/PMSystem/Photos/MC-024_64.jpg
ABN-00046,PM Checklist,WO-00145,MC-014,Sealed Quench SQ-01,CELL-04,Heat Treatment,Heat Treat,Wiring / cable damage,Low,Task 2: Thermocouple calibration check (all zones) - outside standard (+/- 3 deg C of master),TECH-06,Deepak Nair,2026-02-08,Closed,2026-02-17,Corrective action completed and verified,Maintenance,No,/sites/PMSystem/Photos/MC-014_46.jpg
ABN-00047,PM Checklist,WO-00145,MC-014,Sealed Quench SQ-01,CELL-04,Heat Treatment,Heat Treat,Air leak,High,Task 7: Atmosphere gas flow and carbon potential probe - outside standard (Probe mV stable),TECH-06,Deepak Nair,2026-02-08,Closed,2026-02-25,Corrective action completed and verified,Safety,Yes,/sites/PMSystem/Photos/MC-014_47.jpg
ABN-00031,PM Checklist,WO-00105,MC-011,Gear Hobber GH-02,CELL-03,Gear Cutting Cell,Machine Shop,Damaged guard or cover,Medium,Task 1: Lock out / tag out verified before start - outside standard (LOTO applied),TECH-02,Suresh Babu,2026-02-11,Closed,2026-02-21,Corrective action completed and verified,Maintenance,No,/sites/PMSystem/Photos/MC-011_31.jpg
ABN-00032,PM Checklist,WO-00105,MC-011,Gear Hobber GH-02,CELL-03,Gear Cutting Cell,Machine Shop,Air leak,Medium,"Task 11: Hydraulic power pack pressure and leak check - outside standard (45 - 55 bar, no leak)",TECH-02,Suresh Babu,2026-02-11,Closed,2026-03-05,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-011_32.jpg
ABN-00201,QR Walk-by,,MC-001,CNC Lathe TL-01,CELL-01,CNC Turning Line A,Machine Shop,Abnormal noise,High,Observed during shop floor round - logged via machine QR,TECH-04,Vignesh S,2026-02-13,Closed,2026-02-27,Rectified during next available window,Production,Yes,/sites/PMSystem/Photos/MC-001_201.jpg
ABN-00033,PM Checklist,WO-00106,MC-012,Gear Shaver GS-01,CELL-03,Gear Cutting Cell,Machine Shop,Housekeeping / 5S issue,High,"Task 6: Inspect timing belts / drive couplings - outside standard (No crack, correct tension)",TECH-01,Arun Kumar,2026-02-17,Closed,2026-03-13,Corrective action completed and verified,Safety,Yes,/sites/PMSystem/Photos/MC-012_33.jpg
ABN-00084,QR Walk-by,,MC-013,Deburring Unit DB-01,CELL-03,Gear Cutting Cell,Machine Shop,Abnormal noise,Low,Observed during shop floor round - logged via machine QR,TECH-08,Karthik V,2026-02-18,Closed,2026-03-10,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-013_84.jpg
ABN-00010,PM Checklist,WO-00029,MC-004,Bar Feeder BF-01,CELL-01,CNC Turning Line A,Machine Shop,Oil / coolant leak,High,Task 4: Bearing greasing as per lube chart - outside standard (All points),TECH-03,Mohammed Rafi,2026-02-20,Closed,2026-03-18,Corrective action completed and verified,Maintenance,Yes,/sites/PMSystem/Photos/MC-004_10.jpg
ABN-00011,PM Checklist,WO-00029,MC-004,Bar Feeder BF-01,CELL-01,CNC Turning Line A,Machine Shop,Overheating,Medium,Task 7: Condensate drain and moisture trap - outside standard (Free draining),TECH-03,Mohammed Rafi,2026-02-20,Closed,2026-03-16,Corrective action completed and verified,Production,No,/sites/PMSystem/Photos/MC-004_11.jpg
ABN-00012,PM Checklist,WO-00030,MC-005,Chip Conveyor CC-01,CELL-01,CNC Turning Line A,Machine Shop,Overheating,Medium,Task 3: Belt / chain tension and alignment - outside standard (As per OEM),TECH-02,Suresh Babu,2026-02-25,Closed,2026-03-21,Corrective action completed and verified,Safety,No,/sites/PMSystem/Photos/MC-005_12.jpg
ABN-00111,QR Walk-by,,MC-024,Paint Booth PB-01,CELL-06,Paint & Finishing,Finishing,Wiring / cable damage,High,Observed during shop floor round - logged via machine QR,TECH-02,Suresh Babu,2026-02-25,Closed,2026-03-26,Rectified during next available window,Safety,Yes,/sites/PMSystem/Photos/MC-024_111.jpg
ABN-00163,QR Walk-by,,MC-024,Paint Booth PB-01,CELL-06,Paint & Finishing,Finishing,Wiring / cable damage,Low,Observed during shop floor round - logged via machine QR,TECH-09,Sathish Kumar,2026-03-06,Closed,2026-04-05,Rectified during next available window,Safety,No,/sites/PMSystem/Photos/MC-024_163.jpg
ABN-00162,QR Walk-by,,MC-017,Quench Oil Chiller CH-01,CELL-04,Heat Treatment,Heat Treat,Loose / missing fastener,High,Observed during shop floor round - logged via machine QR,TECH-10,Naveen Raj,2026-03-08,Closed,2026-03-18,Rectified during next available window,Maintenance,Yes,/sites/PMSystem/Photos/MC-017_162.jpg
