MonthKey,CellID,CellName,OpeningStdHrs,StdHoursAdded,ClosingStdHrs,PMIntervalStdHrs,PMTriggered,TriggerType,CarryOverAfterPM,MonthsSinceLastPM,Scenario
2025-04,CELL-08,Press Shop,2711.0,237.9,2948.9,4000,No,,2948.9,7,Actual
2025-05,CELL-08,Press Shop,2948.9,317.6,3266.5,4000,No,,3266.5,8,Actual
2025-06,CELL-08,Press Shop,3266.5,311.4,3577.9,4000,No,,3577.9,9,Actual
2025-07,CELL-08,Press Shop,3577.9,358.6,3936.5,4000,No,,3936.5,10,Actual
2025-08,CELL-08,Press Shop,3936.5,302.3,4238.8,4000,Yes,Std Hours,238.8,11,Actual
2025-09,CELL-08,Press Shop,238.8,320.3,559.1,4000,No,,559.1,1,Actual
2025-10,CELL-08,Press Shop,559.1,262.1,821.2,4000,No,,821.2,2,Actual
2025-11,CELL-08,Press Shop,821.2,316.8,1138.0,4000,No,,1138.0,3,Actual
2025-12,CELL-08,Press Shop,1138.0,303.4,1441.4,4000,No,,1441.4,4,Actual
2026-01,CELL-08,Press Shop,1441.4,300.4,1741.8,4000,No,,1741.8,5,Actual
2026-02,CELL-08,Press Shop,1741.8,360.8,2102.6,4000,No,,2102.6,6,Actual
2026-03,CELL-08,Press Shop,2102.6,342.4,2445.0,4000,No,,2445.0,7,Actual
2026-04,CELL-08,Press Shop,2445.0,290.5,2735.5,4000,No,,2735.5,8,Actual
2026-05,CELL-08,Press Shop,2735.5,325.8,3061.3,4000,No,,3061.3,9,Actual
2026-06,CELL-08,Press Shop,3061.3,280.5,3341.8,4000,No,,3341.8,10,Actual
2026-07,CELL-08,Press Shop,3341.8,365.2,3707.0,4000,No,,3707.0,11,Actual
2026-08,CELL-08,Press Shop,3707.0,316.2,4023.2,4000,Yes,Std Hours,23.2,12,Actual
2026-09,CELL-08,Press Shop,23.2,349.7,372.9,4000,No,,372.9,1,Forecast
2026-10,CELL-08,Press Shop,372.9,265.5,638.4,4000,No,,638.4,2,Forecast
2026-11,CELL-08,Press Shop,638.4,323.8,962.2,4000,No,,962.2,3,Forecast
2026-12,CELL-08,Press Shop,962.2,323.8,1286.0,4000,No,,1286.0,4,Forecast
2027-01,CELL-08,Press Shop,1286.0,323.8,1609.8,4000,No,,1609.8,5,Forecast
2027-02,CELL-08,Press Shop,1609.8,323.8,1933.6,4000,No,,1933.6,6,Forecast
2027-03,CELL-08,Press Shop,1933.6,349.7,2283.3,4000,No,,2283.3,7,Forecast
2027-04,CELL-08,Press Shop,2283.3,265.5,2548.8,4000,No,,2548.8,8,Forecast
2027-05,CELL-08,Press Shop,2548.8,323.8,2872.6,4000,No,,2872.6,9,Forecast
2027-06,CELL-08,Press Shop,2872.6,323.8,3196.4,4000,No,,3196.4,10,Forecast
2027-07,CELL-08,Press Shop,3196.4,323.8,3520.2,4000,No,,3520.2,11,Forecast
2027-08,CELL-08,Press Shop,3520.2,323.8,3844.0,4000,Yes,Calendar Backstop,0.0,12,Forecast
